id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
772,46,unemployed,single,tertiary,no,1808,no,no,cellular,21,nov,221,1,-1,0,unknown,no
773,43,technician,divorced,secondary,no,177,yes,no,unknown,8,may,209,3,-1,0,unknown,no
774,35,management,married,tertiary,no,482,no,no,unknown,6,jun,129,2,-1,0,unknown,no
775,35,services,single,secondary,no,3816,no,no,cellular,13,jan,331,2,195,1,other,no
776,55,housemaid,divorced,primary,no,0,no,no,unknown,20,jun,398,2,-1,0,unknown,no
777,31,technician,single,tertiary,no,3729,yes,no,unknown,2,jun,192,8,-1,0,unknown,no
778,32,services,married,secondary,no,206,yes,yes,unknown,12,may,370,1,-1,0,unknown,no
779,33,unemployed,divorced,secondary,no,385,no,no,telephone,27,aug,29,28,-1,0,unknown,no
780,53,services,married,unknown,no,442,yes,no,cellular,12,aug,166,1,36,2,other,no
781,34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,-1,0,unknown,no
782,41,housemaid,married,secondary,no,81,yes,no,cellular,11,may,193,1,-1,0,unknown,no
783,51,self-employed,married,primary,no,106,yes,no,telephone,31,jul,240,2,-1,0,unknown,no
784,56,blue-collar,married,primary,no,0,yes,no,telephone,23,jul,293,5,-1,0,unknown,no
785,36,services,single,secondary,no,198,yes,no,cellular,11,may,496,1,-1,0,unknown,no
786,36,management,married,tertiary,no,-1312,yes,yes,unknown,29,may,229,4,-1,0,unknown,no
787,28,student,single,secondary,no,293,no,no,cellular,15,may,194,3,-1,0,unknown,no
788,27,technician,single,secondary,no,2293,yes,no,cellular,18,may,317,3,364,1,other,no
789,54,blue-collar,married,secondary,yes,381,yes,yes,telephone,16,jul,198,1,-1,0,unknown,no
790,31,admin.,single,tertiary,no,383,no,yes,cellular,6,feb,119,1,214,1,failure,no
791,51,services,married,secondary,no,2248,yes,no,unknown,5,may,714,2,-1,0,unknown,no
792,58,management,married,tertiary,no,0,no,no,cellular,28,aug,24,9,-1,0,unknown,no
793,30,blue-collar,single,primary,no,1395,yes,no,cellular,21,nov,569,1,175,3,other,no
794,43,services,divorced,tertiary,no,2279,no,yes,unknown,26,jun,344,1,-1,0,unknown,no
795,38,technician,single,secondary,no,1655,no,no,cellular,29,jul,392,2,-1,0,unknown,no
796,52,services,married,secondary,no,1645,no,no,cellular,28,aug,248,1,-1,0,unknown,no
797,27,self-employed,divorced,secondary,no,165,yes,no,cellular,6,feb,1160,2,192,4,failure,no
798,57,management,married,tertiary,no,412,no,no,cellular,20,nov,123,1,-1,0,unknown,no
799,41,entrepreneur,married,tertiary,no,-81,no,yes,unknown,2,jul,83,3,-1,0,unknown,no
800,52,technician,married,secondary,no,945,no,no,unknown,20,jun,16,8,-1,0,unknown,no
801,31,technician,single,tertiary,no,25,no,no,cellular,26,aug,265,16,-1,0,unknown,no
802,58,self-employed,married,tertiary,no,1636,no,no,cellular,15,apr,187,1,-1,0,unknown,no
803,30,management,married,tertiary,no,101,yes,no,cellular,17,jul,88,1,-1,0,unknown,no
804,25,blue-collar,single,secondary,no,495,no,no,cellular,7,jul,131,3,-1,0,unknown,no
805,34,technician,single,secondary,no,94,yes,no,cellular,26,aug,541,2,-1,0,unknown,no
806,55,services,single,secondary,no,1126,yes,no,telephone,14,may,166,1,-1,0,unknown,no
807,34,management,married,tertiary,no,156,yes,no,cellular,12,may,63,1,-1,0,unknown,no
808,30,admin.,married,secondary,no,695,yes,no,cellular,13,apr,478,2,-1,0,unknown,no
809,30,technician,married,secondary,no,33,yes,no,cellular,18,may,146,2,-1,0,unknown,no
810,47,entrepreneur,married,unknown,yes,-1445,yes,no,unknown,12,may,379,2,-1,0,unknown,no
811,42,technician,married,primary,no,275,no,no,cellular,31,jul,51,9,-1,0,unknown,no
812,30,management,single,tertiary,no,1761,yes,no,cellular,15,may,229,2,294,1,other,no
813,60,retired,married,secondary,no,78,no,yes,unknown,27,jun,151,2,-1,0,unknown,no
814,58,management,married,secondary,no,2739,yes,no,cellular,30,jul,86,6,-1,0,unknown,no
815,33,technician,single,secondary,no,647,yes,yes,cellular,4,feb,124,1,273,1,other,no
816,29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,1,181,2,success,yes
817,49,blue-collar,married,secondary,no,102,no,no,cellular,29,aug,210,2,-1,0,unknown,no
818,34,management,single,tertiary,no,1717,yes,no,unknown,21,may,269,2,-1,0,unknown,no
819,26,self-employed,single,tertiary,no,211,no,no,cellular,29,jan,168,3,-1,0,unknown,no
820,34,management,single,tertiary,no,966,yes,no,cellular,21,nov,393,1,101,3,failure,no
821,43,services,married,secondary,no,-456,yes,no,unknown,29,may,102,4,-1,0,unknown,no
822,52,admin.,married,secondary,no,1113,no,yes,cellular,8,jul,83,1,-1,0,unknown,no
823,46,admin.,married,secondary,no,739,yes,no,cellular,23,jul,250,1,-1,0,unknown,no
824,37,services,single,secondary,no,-244,no,no,unknown,3,jul,178,1,-1,0,unknown,no
825,25,blue-collar,single,secondary,no,2,no,no,unknown,4,jun,264,2,-1,0,unknown,no
826,39,admin.,single,secondary,no,1965,yes,no,cellular,8,may,247,1,-1,0,unknown,no
827,89,retired,married,primary,no,0,no,no,telephone,27,sep,157,5,-1,0,unknown,no
828,77,retired,married,secondary,no,4112,no,no,telephone,29,jul,426,1,184,3,success,yes
829,47,services,married,secondary,no,5,no,no,cellular,28,aug,169,1,-1,0,unknown,no
830,58,self-employed,married,tertiary,no,8014,yes,no,cellular,19,nov,697,2,184,3,failure,no
831,32,blue-collar,married,secondary,no,150,no,no,cellular,5,feb,210,1,-1,0,unknown,no
832,36,blue-collar,married,secondary,no,0,no,no,cellular,4,feb,235,1,244,1,failure,no
833,48,blue-collar,single,primary,no,1938,yes,no,unknown,4,jun,407,1,-1,0,unknown,no
834,53,retired,divorced,tertiary,no,599,yes,no,unknown,13,may,322,3,-1,0,unknown,no
835,61,admin.,married,secondary,no,4608,no,no,cellular,12,mar,212,1,-1,0,unknown,yes
836,34,management,single,secondary,no,0,no,no,cellular,22,aug,132,4,-1,0,unknown,no
837,36,unemployed,divorced,secondary,no,871,no,no,cellular,12,aug,396,3,-1,0,unknown,yes
838,31,unemployed,single,unknown,no,167,no,no,cellular,20,nov,316,1,-1,0,unknown,no
839,34,management,single,tertiary,no,138,yes,no,cellular,18,may,191,5,-1,0,unknown,no
840,55,technician,divorced,tertiary,no,264,yes,no,unknown,30,may,34,2,-1,0,unknown,no
841,39,management,married,secondary,no,18,yes,no,unknown,5,may,85,1,-1,0,unknown,no
842,29,services,single,tertiary,no,737,yes,yes,cellular,30,jan,499,5,248,1,failure,no
843,43,housemaid,single,primary,no,24,no,no,cellular,31,jul,35,2,-1,0,unknown,no
844,34,services,single,tertiary,no,49,yes,no,cellular,4,feb,250,1,-1,0,unknown,no
845,53,management,divorced,primary,no,443,no,no,unknown,9,jun,422,1,-1,0,unknown,no
846,29,admin.,married,secondary,no,494,yes,no,unknown,26,may,341,2,-1,0,unknown,no
847,31,admin.,single,tertiary,no,5,no,yes,cellular,2,feb,75,1,206,1,failure,no
848,50,admin.,married,secondary,no,311,yes,yes,unknown,18,jun,417,3,-1,0,unknown,no
849,37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,1,94,2,success,yes
850,28,services,single,secondary,no,168,no,no,cellular,12,jan,387,1,194,1,other,yes
851,31,technician,single,secondary,no,0,yes,no,cellular,31,jul,16,34,-1,0,unknown,no
852,38,admin.,single,secondary,no,2345,yes,no,unknown,29,may,174,2,-1,0,unknown,no
853,44,blue-collar,married,primary,no,292,no,no,cellular,31,jul,99,4,-1,0,unknown,no
854,39,housemaid,married,secondary,no,1029,yes,yes,cellular,23,jul,133,3,-1,0,unknown,no
855,26,services,married,secondary,no,44,yes,yes,cellular,4,feb,193,2,237,20,other,no
856,33,management,married,secondary,no,-285,yes,no,cellular,12,aug,507,3,-1,0,unknown,no
857,43,entrepreneur,single,tertiary,no,0,yes,no,unknown,26,may,142,3,-1,0,unknown,no
858,43,technician,married,secondary,no,-705,yes,no,cellular,27,aug,125,6,-1,0,unknown,no
859,40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure,no
860,31,technician,single,secondary,no,1970,no,no,telephone,17,apr,284,3,-1,0,unknown,no
861,56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,may,118,3,-1,0,unknown,no
862,49,entrepreneur,single,secondary,no,259,no,no,cellular,13,may,149,1,-1,0,unknown,no
863,26,blue-collar,single,secondary,no,592,yes,yes,unknown,27,may,174,1,-1,0,unknown,no
864,35,admin.,single,secondary,no,206,yes,no,cellular,30,apr,144,2,-1,0,unknown,no
865,35,blue-collar,married,primary,no,767,yes,no,unknown,16,may,1408,2,-1,0,unknown,no
866,39,blue-collar,married,primary,no,95,yes,no,unknown,16,may,230,1,-1,0,unknown,no
867,33,services,single,unknown,no,523,yes,no,unknown,28,may,86,1,-1,0,unknown,yes
868,30,entrepreneur,single,secondary,no,265,yes,yes,unknown,3,jun,67,10,-1,0,unknown,no
869,34,unemployed,single,secondary,no,15,no,no,cellular,12,jan,377,1,-1,0,unknown,yes
870,53,self-employed,married,tertiary,no,730,yes,no,unknown,2,nov,18,1,368,2,failure,no
871,36,management,single,tertiary,no,146,yes,no,unknown,16,may,1161,3,-1,0,unknown,no
872,53,blue-collar,married,secondary,no,813,yes,no,unknown,21,may,23,16,-1,0,unknown,no
873,43,management,married,tertiary,no,1712,yes,no,cellular,14,may,254,11,-1,0,unknown,no
874,36,blue-collar,married,primary,no,0,no,no,unknown,6,jun,149,1,-1,0,unknown,no
875,33,admin.,married,secondary,no,0,yes,yes,cellular,9,jul,160,1,-1,0,unknown,no
876,65,unemployed,divorced,secondary,no,588,no,no,cellular,10,sep,110,4,186,1,success,no
877,53,entrepreneur,married,secondary,no,230,yes,no,cellular,4,feb,56,2,250,1,other,no
878,29,technician,single,secondary,no,5,yes,yes,cellular,28,jul,54,2,-1,0,unknown,no
879,31,management,single,tertiary,no,155,yes,no,cellular,5,aug,291,1,-1,0,unknown,no
880,42,technician,divorced,tertiary,no,147,yes,no,unknown,3,jun,254,21,-1,0,unknown,no
881,38,blue-collar,single,secondary,no,1137,no,no,cellular,13,may,316,1,-1,0,unknown,no
882,33,services,married,secondary,no,847,yes,no,unknown,2,jun,127,1,-1,0,unknown,no
883,26,retired,single,secondary,no,530,no,no,cellular,30,apr,308,1,-1,0,unknown,no
884,41,technician,married,secondary,no,636,yes,no,cellular,21,nov,1055,1,177,1,other,no
885,33,unemployed,single,tertiary,no,6748,no,no,cellular,14,aug,1579,2,-1,0,unknown,yes
886,40,blue-collar,married,primary,no,1802,yes,no,cellular,17,apr,326,1,319,1,failure,no
887,49,housemaid,married,secondary,no,3,no,no,cellular,20,aug,118,2,-1,0,unknown,no
888,34,unemployed,single,secondary,no,9,yes,no,unknown,14,may,153,2,-1,0,unknown,no
889,52,services,married,secondary,no,2070,no,no,telephone,1,apr,74,3,-1,0,unknown,no
890,27,admin.,single,secondary,no,424,no,no,cellular,5,feb,248,4,189,13,other,no
891,40,blue-collar,married,secondary,no,-60,yes,no,cellular,21,jul,250,1,-1,0,unknown,no
892,38,management,single,tertiary,no,126,yes,no,unknown,30,may,355,2,-1,0,unknown,no
893,52,management,married,tertiary,no,168,no,no,cellular,28,aug,165,4,-1,0,unknown,no
894,38,management,married,tertiary,no,0,no,no,cellular,24,sep,246,12,197,6,failure,no
895,35,technician,married,secondary,no,19,yes,no,unknown,9,may,130,2,-1,0,unknown,no
896,60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,-1,0,unknown,no
897,42,blue-collar,married,secondary,no,2441,yes,no,unknown,30,may,143,1,-1,0,unknown,no
898,59,retired,married,secondary,no,2011,no,no,cellular,21,nov,222,2,-1,0,unknown,no
899,40,blue-collar,married,secondary,no,11084,no,no,unknown,11,jun,113,1,-1,0,unknown,no
900,47,management,divorced,secondary,no,1208,yes,no,unknown,2,jun,339,7,-1,0,unknown,no
901,27,services,single,secondary,no,195,yes,no,cellular,25,feb,416,3,-1,0,unknown,yes
902,31,technician,single,secondary,no,1,no,no,cellular,22,aug,107,2,-1,0,unknown,no
903,42,technician,married,secondary,no,758,yes,no,cellular,15,jul,129,4,-1,0,unknown,no
904,60,self-employed,married,primary,no,46,yes,no,unknown,6,may,202,4,-1,0,unknown,no
905,42,entrepreneur,married,primary,no,759,yes,no,telephone,13,may,80,1,343,10,failure,no
906,47,technician,married,secondary,no,-938,yes,no,unknown,28,may,176,2,-1,0,unknown,no
907,29,entrepreneur,single,tertiary,no,11,yes,no,unknown,12,may,214,4,-1,0,unknown,no
908,44,blue-collar,married,secondary,no,249,yes,yes,unknown,5,jun,173,3,-1,0,unknown,no
909,45,entrepreneur,married,secondary,no,242,no,yes,cellular,4,feb,510,1,198,4,failure,no
910,28,admin.,married,secondary,no,157,yes,yes,cellular,28,jul,164,2,-1,0,unknown,no
911,42,blue-collar,married,primary,no,505,yes,no,unknown,14,may,521,2,-1,0,unknown,no
912,37,technician,married,secondary,no,264,yes,yes,cellular,20,apr,414,2,285,1,failure,no
913,54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,jul,98,1,-1,0,unknown,no
914,47,blue-collar,married,primary,no,1480,no,no,cellular,28,aug,460,5,-1,0,unknown,no
915,32,management,single,tertiary,no,131,no,no,unknown,3,jun,267,3,-1,0,unknown,no
916,59,admin.,married,secondary,no,302,no,yes,cellular,8,jul,250,2,-1,0,unknown,no
917,36,management,married,tertiary,no,-825,no,no,unknown,27,may,95,1,-1,0,unknown,no
918,36,technician,married,secondary,no,0,no,no,cellular,19,aug,120,6,-1,0,unknown,no
919,41,services,married,secondary,no,115,yes,yes,cellular,19,nov,299,2,-1,0,unknown,no
920,45,technician,married,secondary,no,3241,no,no,cellular,12,aug,84,2,-1,0,unknown,no
921,43,entrepreneur,divorced,tertiary,no,1756,no,no,unknown,17,jun,89,1,-1,0,unknown,no
922,49,services,married,secondary,no,7019,yes,no,cellular,2,jun,263,1,368,3,failure,yes
923,41,admin.,married,primary,no,1314,yes,no,cellular,20,apr,159,1,326,1,failure,no
924,44,self-employed,married,secondary,no,304,yes,no,telephone,9,feb,15,5,-1,0,unknown,no
925,58,housemaid,married,tertiary,no,6316,no,no,cellular,21,nov,91,1,-1,0,unknown,no
926,47,technician,single,tertiary,no,31,no,yes,cellular,24,jul,63,4,-1,0,unknown,no
927,43,admin.,married,secondary,no,2,yes,yes,cellular,22,jul,254,1,-1,0,unknown,no
928,35,blue-collar,married,secondary,no,120,yes,no,cellular,14,apr,269,3,328,1,failure,no
929,36,services,married,secondary,no,321,yes,no,cellular,15,jul,160,2,-1,0,unknown,no
930,37,management,married,tertiary,no,142,no,no,unknown,20,jun,553,2,-1,0,unknown,no
931,27,management,single,tertiary,no,10,no,no,cellular,9,feb,17,3,-1,0,unknown,no
932,59,management,married,tertiary,no,1069,no,no,cellular,29,jul,85,2,-1,0,unknown,no
933,24,student,single,secondary,no,745,yes,no,telephone,8,apr,93,2,-1,0,unknown,no
934,59,blue-collar,married,primary,no,3587,no,yes,unknown,5,jun,118,2,-1,0,unknown,no
935,56,management,married,tertiary,no,6798,yes,no,cellular,17,nov,250,1,-1,0,unknown,no
936,30,services,single,secondary,no,334,no,no,cellular,29,jan,389,2,-1,0,unknown,no
937,36,blue-collar,single,secondary,no,3508,yes,no,cellular,7,apr,183,1,266,3,failure,no
938,39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,failure,no
939,34,blue-collar,married,secondary,no,0,yes,yes,cellular,7,may,175,4,-1,0,unknown,no
940,36,blue-collar,married,secondary,no,3578,yes,no,telephone,3,feb,45,3,-1,0,unknown,no
941,48,blue-collar,married,primary,no,3267,yes,no,telephone,13,may,6,5,-1,0,unknown,no
942,39,blue-collar,married,primary,no,4608,yes,no,unknown,16,jun,36,1,-1,0,unknown,no
943,33,admin.,single,tertiary,no,1077,no,no,cellular,26,may,118,2,-1,0,unknown,no
944,36,services,single,secondary,no,398,yes,yes,unknown,17,jun,77,2,-1,0,unknown,no
945,35,housemaid,married,tertiary,no,11219,no,no,cellular,23,feb,135,1,195,3,failure,no
946,39,self-employed,married,tertiary,no,1492,yes,no,cellular,25,jul,1106,1,-1,0,unknown,no
947,28,blue-collar,married,secondary,no,1687,yes,no,cellular,20,apr,121,2,-1,0,unknown,no
948,38,management,married,tertiary,no,1988,yes,no,cellular,4,jun,422,1,79,4,other,no
949,50,services,married,secondary,no,2420,yes,no,cellular,20,apr,102,6,235,13,failure,no
950,43,admin.,married,secondary,no,186,no,yes,cellular,31,jul,32,21,-1,0,unknown,no
951,30,blue-collar,single,primary,no,334,no,no,cellular,12,aug,188,1,-1,0,unknown,no
952,49,services,married,secondary,no,245,yes,yes,unknown,6,may,318,1,-1,0,unknown,no
953,51,technician,married,secondary,no,805,no,no,cellular,13,aug,270,2,-1,0,unknown,no
954,48,management,divorced,secondary,no,635,no,no,unknown,9,jun,236,2,-1,0,unknown,no
955,60,retired,married,secondary,no,781,yes,yes,cellular,12,aug,128,5,-1,0,unknown,no
956,37,technician,single,secondary,no,265,yes,yes,cellular,3,feb,140,1,366,2,failure,yes
957,47,admin.,married,secondary,no,3070,no,no,cellular,7,aug,663,4,-1,0,unknown,yes
958,28,technician,single,tertiary,no,4987,no,no,cellular,9,feb,253,21,-1,0,unknown,yes
959,30,management,single,tertiary,no,168,no,no,cellular,27,aug,35,13,-1,0,unknown,no
960,59,retired,married,primary,no,0,no,no,unknown,17,jun,192,1,-1,0,unknown,no
961,30,technician,single,secondary,no,8826,yes,no,cellular,20,apr,90,3,151,3,other,no
962,30,technician,single,secondary,no,518,yes,no,unknown,2,jun,21,1,-1,0,unknown,no
963,56,management,married,tertiary,no,-6,no,no,telephone,31,jul,29,16,-1,0,unknown,no
964,56,entrepreneur,married,tertiary,no,-124,yes,no,unknown,15,may,374,5,-1,0,unknown,no
965,31,management,married,tertiary,no,10088,no,no,cellular,8,aug,72,6,-1,0,unknown,no
966,42,blue-collar,married,secondary,no,1,no,no,cellular,15,jul,462,1,-1,0,unknown,no
967,60,retired,married,tertiary,no,45,no,no,cellular,28,aug,39,5,-1,0,unknown,no
968,33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,2,-1,0,unknown,no
969,56,blue-collar,divorced,primary,no,7396,yes,no,cellular,19,nov,115,2,-1,0,unknown,no
970,37,unknown,single,unknown,no,414,yes,no,unknown,7,may,131,1,-1,0,unknown,no
971,52,admin.,married,secondary,no,31,yes,no,unknown,7,may,120,1,-1,0,unknown,no
972,39,blue-collar,married,primary,no,106,yes,no,unknown,7,may,56,1,-1,0,unknown,no
973,36,technician,single,tertiary,no,470,yes,no,cellular,16,apr,123,3,265,13,success,no
974,60,services,divorced,secondary,no,1608,yes,no,cellular,11,may,186,1,-1,0,unknown,no
975,33,services,single,secondary,no,358,yes,no,cellular,7,may,302,1,356,3,failure,no
976,30,services,single,secondary,no,62,yes,no,cellular,21,nov,76,1,-1,0,unknown,no
977,51,admin.,divorced,secondary,no,2195,yes,no,unknown,13,may,59,1,-1,0,unknown,no
978,29,technician,married,tertiary,no,676,no,no,cellular,28,jul,470,4,-1,0,unknown,no
979,44,technician,married,secondary,no,56,no,no,cellular,22,aug,148,8,-1,0,unknown,no
980,34,admin.,married,secondary,no,507,yes,no,unknown,6,may,190,1,-1,0,unknown,no
981,48,entrepreneur,married,tertiary,no,461,no,yes,cellular,17,jul,284,1,-1,0,unknown,no
982,40,services,married,secondary,no,2172,yes,yes,unknown,13,may,1386,1,-1,0,unknown,no
983,33,technician,single,tertiary,no,316,no,no,cellular,21,aug,126,3,-1,0,unknown,no
984,38,blue-collar,married,secondary,no,213,yes,no,unknown,16,jun,270,15,-1,0,unknown,no
985,48,blue-collar,married,primary,no,214,yes,yes,cellular,18,nov,246,1,162,1,failure,no
986,39,housemaid,married,secondary,no,365,yes,no,unknown,7,may,274,4,-1,0,unknown,no
987,37,blue-collar,married,primary,no,175,yes,yes,cellular,4,feb,430,2,272,3,other,no
988,41,services,married,primary,no,510,no,no,unknown,9,jun,316,2,-1,0,unknown,no
989,41,admin.,divorced,secondary,no,270,yes,no,cellular,6,apr,143,1,336,1,failure,no
990,34,technician,divorced,secondary,no,1301,yes,no,cellular,25,jul,124,2,-1,0,unknown,no
991,32,technician,single,unknown,no,317,yes,no,cellular,29,jan,452,2,253,2,failure,no
992,53,self-employed,married,secondary,no,248,no,yes,cellular,17,nov,99,1,126,3,failure,no
993,33,services,married,secondary,no,740,no,yes,unknown,30,jun,266,3,-1,0,unknown,no
994,37,blue-collar,married,secondary,no,311,yes,no,unknown,4,jun,135,1,-1,0,unknown,no
995,58,unemployed,single,primary,no,278,no,no,unknown,16,jun,1009,5,-1,0,unknown,no
996,29,admin.,single,secondary,yes,-95,yes,no,unknown,17,jun,269,3,-1,0,unknown,no
997,51,management,married,secondary,no,2632,no,no,unknown,30,may,137,1,-1,0,unknown,no
998,36,admin.,married,secondary,no,1295,no,no,unknown,16,jun,232,3,-1,0,unknown,no
999,39,technician,single,secondary,no,-529,yes,no,cellular,21,nov,18,5,-1,0,unknown,no
1000,31,services,single,secondary,no,8,no,no,cellular,7,jul,340,3,-1,0,unknown,no
1001,47,services,married,unknown,yes,0,no,no,cellular,28,aug,21,22,-1,0,unknown,no
1002,33,blue-collar,married,unknown,no,-923,yes,no,telephone,31,jul,237,9,-1,0,unknown,no
1003,39,management,divorced,tertiary,no,517,yes,yes,unknown,14,may,1328,1,-1,0,unknown,yes
1004,53,blue-collar,married,secondary,no,-626,yes,no,cellular,9,jul,205,1,-1,0,unknown,no
1005,50,blue-collar,married,unknown,no,1389,yes,no,cellular,17,apr,300,3,302,3,failure,no
1006,75,retired,married,secondary,no,1470,no,no,telephone,27,feb,49,1,-1,0,unknown,no
1007,31,technician,single,secondary,no,279,no,no,cellular,12,aug,213,2,-1,0,unknown,no
1008,28,admin.,single,secondary,no,19,no,no,cellular,8,jul,78,4,-1,0,unknown,no
1009,38,admin.,married,primary,no,3,yes,yes,unknown,5,jun,124,2,-1,0,unknown,no
1010,35,admin.,single,tertiary,no,2622,no,no,cellular,15,jul,374,5,-1,0,unknown,no
1011,34,technician,married,tertiary,no,197,no,no,cellular,20,aug,78,3,-1,0,unknown,yes
1012,56,blue-collar,married,secondary,no,324,no,no,cellular,18,aug,213,5,-1,0,unknown,no
1013,26,self-employed,single,tertiary,no,-101,no,yes,cellular,29,jan,172,1,-1,0,unknown,no
1014,47,services,married,secondary,no,223,no,no,cellular,15,may,133,2,-1,0,unknown,no
1015,53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,nov,796,5,154,1,failure,yes
1016,30,technician,single,secondary,no,0,no,no,cellular,7,aug,82,3,-1,0,unknown,no
1017,59,management,married,secondary,no,42,no,no,cellular,21,nov,40,1,-1,0,unknown,no
1018,53,blue-collar,married,secondary,no,21522,no,no,unknown,24,jun,146,4,-1,0,unknown,no
1019,32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success,yes
1020,50,blue-collar,married,primary,no,2590,yes,no,unknown,9,may,257,6,-1,0,unknown,no
1021,41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,87,6,-1,0,unknown,no
1022,42,services,married,secondary,no,693,yes,no,unknown,13,may,187,2,-1,0,unknown,no
1023,36,management,single,tertiary,no,7252,no,no,cellular,12,aug,153,1,-1,0,unknown,no
1024,55,unknown,married,primary,no,159,no,no,unknown,4,sep,15,1,-1,0,unknown,no
1025,52,blue-collar,married,secondary,no,543,yes,no,cellular,13,apr,211,2,-1,0,unknown,no
1026,59,self-employed,married,tertiary,no,34247,yes,no,cellular,17,nov,66,2,-1,0,unknown,no
1027,40,admin.,married,tertiary,no,0,yes,no,cellular,15,jul,125,3,-1,0,unknown,no
1028,42,blue-collar,married,secondary,no,54,yes,no,unknown,28,may,268,1,-1,0,unknown,no
1029,45,technician,divorced,secondary,no,-14,no,no,cellular,14,jul,292,3,-1,0,unknown,no
1030,27,services,married,secondary,no,100,no,no,cellular,16,jul,57,2,-1,0,unknown,no
1031,27,student,single,secondary,no,833,no,no,telephone,25,jun,359,5,-1,0,unknown,no
1032,37,services,single,primary,no,0,no,yes,cellular,6,feb,155,6,245,5,other,no
1033,47,blue-collar,married,secondary,no,243,yes,no,cellular,4,feb,220,1,246,4,failure,no
1034,31,technician,married,secondary,no,28,no,no,cellular,21,aug,175,2,-1,0,unknown,no
1035,32,blue-collar,married,secondary,yes,98,no,yes,unknown,23,may,174,1,-1,0,unknown,no
1036,22,management,single,tertiary,no,760,no,no,telephone,7,dec,6,1,-1,0,unknown,no
1037,49,services,married,secondary,no,153,no,no,cellular,6,aug,123,4,-1,0,unknown,no
1038,38,technician,single,secondary,no,0,no,no,unknown,1,mar,10,1,-1,0,unknown,no
1039,28,management,single,secondary,no,265,yes,no,cellular,25,jul,194,2,-1,0,unknown,no
1040,32,technician,single,secondary,no,2341,yes,no,cellular,18,jul,243,1,-1,0,unknown,no
1041,41,blue-collar,divorced,unknown,no,19,no,yes,cellular,8,jul,514,5,-1,0,unknown,no
1042,38,blue-collar,divorced,primary,no,0,no,no,unknown,12,jun,133,1,-1,0,unknown,no
1043,55,blue-collar,married,primary,no,7303,yes,no,cellular,7,aug,166,3,-1,0,unknown,no
1044,32,technician,married,tertiary,no,231,yes,no,cellular,17,jul,177,2,-1,0,unknown,no
1045,34,management,single,tertiary,no,1350,yes,no,unknown,21,may,68,1,-1,0,unknown,no
1046,40,technician,married,secondary,no,0,no,no,cellular,15,apr,431,2,-1,0,unknown,no
1047,27,student,single,secondary,no,279,no,no,cellular,12,oct,323,1,-1,0,unknown,yes
1048,33,technician,married,secondary,no,-204,no,no,cellular,15,may,297,3,-1,0,unknown,no
1049,57,services,divorced,secondary,no,4664,no,no,cellular,21,nov,22,4,114,1,failure,no
1050,26,entrepreneur,married,secondary,no,-306,no,yes,cellular,8,jul,342,1,-1,0,unknown,no
1051,33,blue-collar,divorced,primary,no,636,yes,no,cellular,9,jul,211,11,-1,0,unknown,no
1052,60,retired,married,primary,no,0,no,no,telephone,30,jul,130,3,-1,0,unknown,no
1053,52,technician,married,secondary,no,3151,no,no,cellular,6,aug,89,2,-1,0,unknown,no
1054,43,technician,married,secondary,no,17655,yes,no,cellular,18,nov,31,1,-1,0,unknown,no
1055,36,management,married,tertiary,no,0,no,no,telephone,27,aug,645,9,-1,0,unknown,yes
1056,53,admin.,married,tertiary,no,1379,no,no,cellular,4,aug,68,1,-1,0,unknown,no
1057,55,self-employed,married,secondary,no,2387,yes,no,cellular,25,jul,155,4,-1,0,unknown,no
1058,35,blue-collar,single,secondary,no,487,yes,no,unknown,15,may,117,1,-1,0,unknown,no
1059,61,housemaid,married,primary,no,2580,no,no,cellular,16,sep,270,3,202,7,other,yes
1060,28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,525,1,89,11,failure,yes
1061,42,admin.,married,secondary,no,1279,yes,no,cellular,17,jul,50,1,-1,0,unknown,no
1062,39,blue-collar,married,unknown,no,18,no,no,cellular,7,jul,75,3,-1,0,unknown,no
1063,39,services,married,primary,no,1601,yes,no,unknown,23,may,201,2,-1,0,unknown,no
1064,53,entrepreneur,married,secondary,no,111,yes,no,cellular,20,nov,600,3,189,2,failure,no
1065,41,management,married,tertiary,no,51,no,no,cellular,25,aug,140,8,-1,0,unknown,no
1066,35,blue-collar,divorced,secondary,no,0,yes,no,cellular,13,may,404,2,-1,0,unknown,no
1067,32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,-1,0,unknown,yes
1068,37,technician,single,secondary,no,363,yes,no,cellular,21,nov,39,4,182,3,failure,no
